# 
# 04/20/2021 23:21:34
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P215 - D12 [kg m^-3],P216 - D13 [kg m^-3],P217 - D14 [kg m^-3],P218 - D15 [kg m^-3],P219 - P01 [Pa],P220 - P02 [Pa],P221 - P03 [Pa],P222 - P04 [Pa],P223 - P05 [Pa],P224 - P06 [Pa],P225 - P07 [Pa],P226 - P08 [Pa],P227 - P09 [Pa],P228 - P11 [Pa],P229 - P10 [Pa],P230 - P12 [Pa],P231 - P13 [Pa],P232 - P14 [Pa],P233 - P15 [Pa],P234 - TC01 [K],P235 - TC02 [K],P236 - TC03 [K],P237 - TC04 [K],P238 - TC05 [K],P239 - TC06 [K],P240 - TC07 [K],P241 - TC09 [K],P242 - TC08 [K],P243 - TC10 [K],P244 - TC11 [K],P245 - TC12 [K],P246 - TC13 [K],P247 - TC14 [K],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P259 - TF12 [K],P260 - TF13 [K],P261 - TF14 [K],P262 - TF15 [K],P263 - V02 [m s^-1],P264 - V01 [m s^-1],P265 - V03 [m s^-1],P266 - V04 [m s^-1],P267 - V05 [m s^-1],P268 - V06 [m s^-1],P269 - V07 [m s^-1],P270 - V08 [m s^-1],P271 - V09 [m s^-1],P272 - V10 [m s^-1],P273 - V11 [m s^-1],P274 - V13 [m s^-1],P275 - V12 [m s^-1],P276 - V14 [m s^-1],P277 - V15 [m s^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P259,P260,P261,P262,P263,P264,P265,P266,P267,P268,P269,P270,P271,P272,P273,P274,P275,P276,P277
DP 22,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,6.735,0.032,50.75,0.03,0.0205,0.015,0.6,67657.230816774114,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,292.334,293.562,294.599,295.556,296.65,297.748,298.638,300.836,299.818,301.851,302.754,303.876,304.771,305.682,287.427,288.032,288.696,289.452,290.238,290.997,291.945,292.859,293.8,294.759,295.737,296.65,297.59,298.459,298.973,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 23,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,7.041,0.032,50.75,0.03,0.0205,0.015,0.6,73944.811612282851,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,292.838,294.181,295.315,296.361,297.556,298.756,299.729,302.131,301.018,303.24,304.227,305.454,306.432,307.428,287.475,288.137,288.863,289.689,290.549,291.378,292.413,293.413,294.441,295.489,296.558,297.556,298.584,299.533,300.095,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 24,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,7.347,0.032,50.75,0.03,0.0205,0.015,0.6,80511.71873233073,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,293.366,294.828,296.062,297.201,298.502,299.809,300.869,303.483,302.272,304.691,305.766,307.101,308.166,309.251,287.527,288.247,289.037,289.937,290.873,291.775,292.903,293.992,295.111,296.252,297.416,298.502,299.621,300.655,301.267,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 25,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,7.653,0.032,50.75,0.03,0.0205,0.015,0.6,87357.952176917766,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,293.916,295.502,296.841,298.077,299.489,300.906,302.056,304.893,303.579,306.204,307.37,308.819,309.975,311.151,287.58,288.362,289.219,290.195,291.21,292.19,293.413,294.595,295.809,297.047,298.31,299.488,300.703,301.825,302.488,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 26,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,7.959,0.032,50.75,0.03,0.0205,0.015,0.6,94483.511946043945,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,294.488,296.203,297.652,298.989,300.515,302.049,303.293,306.361,304.94,307.779,309.04,310.607,311.857,313.129,287.635,288.481,289.408,290.464,291.562,292.621,293.945,295.222,296.536,297.875,299.241,300.515,301.829,303.042,303.76,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 27,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,8.265,0.032,50.75,0.03,0.0205,0.015,0.6,101888.39803970931,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,295.083,296.933,298.495,299.936,301.582,303.236,304.577,307.886,306.354,309.415,310.775,312.465,313.813,315.185,287.693,288.605,289.604,290.743,291.927,293.07,294.497,295.875,297.291,298.735,300.208,301.582,302.999,304.307,305.081,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 28,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,8.571,0.032,50.75,0.03,0.0205,0.015,0.6,109572.6104579138,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,295.7,297.689,299.369,300.919,302.69,304.468,305.911,309.469,307.821,311.113,312.575,314.393,315.843,317.318,287.753,288.733,289.808,291.033,292.307,293.535,295.07,296.552,298.075,299.628,301.212,302.69,304.213,305.62,306.452,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 29,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,8.878,0.032,50.75,0.03,0.0205,0.015,0.6,117562.63174418872,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0596,78.4092,70.1316,62.7027,54.6757,48.749,42.7137,36.8609,31.6076,21.5179,26.9794,15.9501,11.0381,5.91134,-0.101185,296.341,298.476,300.278,301.942,303.841,305.749,307.297,311.115,309.347,312.879,314.447,316.398,317.953,319.536,287.815,288.867,290.02,291.334,292.701,294.019,295.665,297.255,298.89,300.556,302.255,303.841,305.475,306.985,307.878,4.59516,5.25404,3.99609,3.58377,3.49107,3.26635,3.13184,2.99163,2.96277,2.80021,2.87667,2.84501,2.90212,2.86738,3.0736
DP 30,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,9.184,0.032,50.75,0.03,0.0205,0.015,0.6,125806.40964259744,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.4378,78.7947,70.4283,62.951,54.8962,49.0386,43.1843,37.3263,31.7375,21.4759,26.8592,15.7074,10.9077,5.75177,-0.119497,297.017,299.286,301.186,302.979,304.99,307.131,308.785,312.592,310.832,314.549,316.207,318.265,320.012,321.814,287.891,289.008,290.235,291.636,293.094,294.503,296.27,297.98,299.706,301.446,303.239,304.918,306.682,308.318,309.305,4.59023,5.25415,4.01023,3.59469,3.49888,3.25659,3.11015,3.00124,3.02546,2.85739,2.87962,2.82697,2.92962,2.85693,3.05239
DP 31,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,9.49,0.032,50.75,0.03,0.0205,0.015,0.6,134329.51386554536,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.4378,78.7947,70.4283,62.951,54.8962,49.0386,43.1843,37.3263,31.7375,21.4759,26.8592,15.7074,10.9077,5.75177,-0.119497,297.703,300.125,302.154,304.068,306.215,308.502,310.268,314.333,312.453,316.422,318.193,320.389,322.256,324.179,287.959,289.151,290.461,291.957,293.513,295.018,296.905,298.731,300.574,302.432,304.345,306.138,308.022,309.769,310.823,4.59023,5.25415,4.01023,3.59469,3.49888,3.25659,3.11015,3.00124,3.02546,2.85739,2.87962,2.82697,2.92962,2.85693,3.05239
DP 32,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,9.796,0.032,50.75,0.03,0.0205,0.015,0.6,143131.94441303241,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.4378,78.7947,70.4283,62.951,54.8962,49.0386,43.1843,37.3263,31.7375,21.4759,26.8592,15.7074,10.9077,5.75177,-0.119497,298.411,300.991,303.154,305.193,307.481,309.918,311.799,316.13,314.128,318.356,320.243,322.584,324.573,326.622,288.028,289.298,290.695,292.289,293.947,295.55,297.561,299.506,301.47,303.45,305.489,307.399,309.406,311.268,312.391,4.59023,5.25415,4.01023,3.59469,3.49888,3.25659,3.11015,3.00124,3.02546,2.85739,2.87962,2.82697,2.92962,2.85693,3.05239
DP 33,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,10.102,0.032,50.75,0.03,0.0205,0.015,0.6,152213.7012850586,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.1856,78.5148,70.2203,62.7811,54.7454,48.8404,42.8122,36.9433,31.6724,21.5598,27.0205,15.9712,11.0179,5.73076,-0.117807,299.135,301.906,304.212,306.366,308.831,311.282,313.298,318.227,315.934,320.5,322.552,325.079,326.962,329.133,288.085,289.448,290.941,292.639,294.407,296.114,298.247,300.3,302.413,304.566,306.768,308.822,310.936,312.844,314.037,4.59651,5.25905,3.99814,3.58561,3.49324,3.26384,3.12988,2.99208,2.96599,2.80676,2.87313,2.85453,2.90374,2.88781,3.05148
DP 34,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,10.408,0.032,50.75,0.03,0.0205,0.015,0.6,161574.78448162391,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.1856,78.5148,70.2203,62.7811,54.7454,48.8404,42.8122,36.9433,31.6724,21.5598,27.0205,15.9712,11.0179,5.73076,-0.117807,299.887,302.829,305.276,307.563,310.18,312.782,314.922,320.153,317.719,322.567,324.745,327.427,329.425,331.73,288.158,289.605,291.19,292.992,294.868,296.68,298.944,301.124,303.367,305.652,307.99,310.17,312.414,314.439,315.706,4.59651,5.25905,3.99814,3.58561,3.49324,3.26384,3.12988,2.99208,2.96599,2.80676,2.87313,2.85453,2.90374,2.88781,3.05148
DP 35,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,10.714,0.032,50.75,0.03,0.0205,0.015,0.6,171215.19400272847,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.1856,78.5148,70.2203,62.7811,54.7454,48.8404,42.8122,36.9433,31.6724,21.5598,27.0205,15.9712,11.0179,5.73076,-0.117807,300.662,303.779,306.373,308.796,311.569,314.326,316.593,322.137,319.558,324.695,327.003,329.845,331.963,334.405,288.233,289.766,291.446,293.355,295.344,297.264,299.663,301.973,304.349,306.771,309.248,311.558,313.936,316.082,317.424,4.59651,5.25905,3.99814,3.58561,3.49324,3.26384,3.12988,2.99208,2.96599,2.80676,2.87313,2.85453,2.90374,2.88781,3.05148
DP 36,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.02,0.032,50.75,0.03,0.0205,0.015,0.6,181134.92984837209,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.387,78.8914,70.6715,63.0477,55.7699,48.8773,42.9416,36.9933,31.8123,21.7642,27.2672,16.183,11.0934,5.90891,-0.216917,301.464,304.866,307.502,310.066,312.866,315.908,318.417,324.356,321.5,326.933,329.265,332.177,334.6,337.007,288.341,289.942,291.723,293.734,295.869,297.946,300.462,302.874,305.401,307.953,310.563,312.987,315.471,317.776,319.123,4.56308,5.23873,3.99058,3.61451,3.33167,3.25819,3.12,3.00712,2.94567,2.79165,2.88071,2.87696,2.91373,2.88611,3.1017
DP 37,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.327,0.032,50.75,0.03,0.0205,0.015,0.6,191367.780194202,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.387,78.8914,70.6715,63.0477,55.7699,48.8773,42.9416,36.9933,31.8123,21.7642,27.2672,16.183,11.0934,5.90891,-0.216917,302.287,305.881,308.666,311.375,314.333,317.546,320.198,326.472,323.454,329.194,331.658,334.735,337.295,339.838,288.422,290.114,291.995,294.12,296.375,298.57,301.228,303.777,306.446,309.142,311.9,314.461,317.085,319.52,320.943,4.56308,5.23873,3.99058,3.61451,3.33167,3.25819,3.12,3.00712,2.94567,2.79165,2.88071,2.87696,2.91373,2.88611,3.1017
DP 38,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.633,0.032,50.75,0.03,0.0205,0.015,0.6,201847.08152004989,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.387,78.8914,70.6715,63.0477,55.7699,48.8773,42.9416,36.9933,31.8123,21.7642,27.2672,16.183,11.0934,5.90891,-0.216917,303.129,306.921,309.858,312.715,315.835,319.225,322.021,328.639,325.456,331.51,334.109,337.354,340.055,342.736,288.506,290.29,292.274,294.516,296.894,299.209,302.013,304.701,307.516,310.36,313.269,315.97,318.737,321.306,322.808,4.56308,5.23873,3.99058,3.61451,3.33167,3.25819,3.12,3.00712,2.94567,2.79165,2.88071,2.87696,2.91373,2.88611,3.1017
DP 39,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,11.939,0.032,50.75,0.03,0.0205,0.015,0.6,212605.70917043695,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.2017,78.645,70.4092,62.8686,55.6742,48.7453,42.5687,36.887,31.7163,21.6744,27.1643,16.0714,11.0447,5.9018,-0.210873,303.975,307.947,311.09,314.122,317.507,320.787,323.886,330.969,327.515,334.015,336.705,340.18,342.987,345.813,288.591,290.462,292.549,294.928,297.431,299.874,302.815,305.659,308.642,311.644,314.715,317.564,320.486,323.194,324.793,4.57268,5.24334,3.99283,3.60048,3.31997,3.26598,3.14855,2.9735,2.93357,2.7813,2.87465,2.86737,2.91244,2.87672,3.09757
DP 40,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,12.245,0.032,50.75,0.03,0.0205,0.015,0.6,223643.66314536316,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.2017,78.645,70.4092,62.8686,55.6742,48.7453,42.5687,36.887,31.7163,21.6744,27.1643,16.0714,11.0447,5.9018,-0.210873,304.861,309.04,312.346,315.536,319.096,322.547,325.806,333.257,329.623,336.461,339.291,342.947,345.899,348.872,288.679,290.647,292.843,295.345,297.978,300.547,303.641,306.633,309.771,312.929,316.16,319.156,322.23,325.078,326.76,4.57268,5.24334,3.99283,3.60048,3.31997,3.26598,3.14855,2.9735,2.93357,2.7813,2.87465,2.86737,2.91244,2.87672,3.09757
DP 41,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,12.551,0.032,50.75,0.03,0.0205,0.015,0.6,234960.9434448285,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.2017,78.645,70.4092,62.8686,55.6742,48.7453,42.5687,36.887,31.7163,21.6744,27.1643,16.0714,11.0447,5.9018,-0.210873,305.77,310.16,313.634,316.985,320.726,324.351,327.775,335.603,331.785,338.969,341.942,345.783,348.885,352.008,288.769,290.837,293.144,295.772,298.538,301.238,304.489,307.632,310.928,314.246,317.64,320.788,324.017,327.01,328.777,4.57268,5.24334,3.99283,3.60048,3.31997,3.26598,3.14855,2.9735,2.93357,2.7813,2.87465,2.86737,2.91244,2.87672,3.09757
DP 42,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,12.857,0.032,50.75,0.03,0.0205,0.015,0.6,246557.55006883296,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0582,78.3986,70.2044,62.5919,55.4841,48.4972,42.4201,36.6155,30.9611,20.8842,26.1109,15.5754,10.7593,5.77259,-0.0508577,306.708,311.346,314.892,318.692,322.323,326.513,329.887,338.429,333.595,341.72,344.663,348.902,352.441,355.96,288.821,291.029,293.445,296.153,299.119,302.019,305.408,308.742,311.947,315.588,319.128,322.541,326.007,329.322,331.249,4.5792,5.22972,3.99175,3.56841,3.31155,3.22547,3.11879,2.97685,3.01182,2.8382,2.84405,2.7927,2.84556,2.81932,3.04024
DP 43,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,13.163,0.032,50.75,0.03,0.0205,0.015,0.6,258433.48301737665,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0582,78.3986,70.2044,62.5919,55.4841,48.4972,42.4201,36.6155,30.9611,20.8842,26.1109,15.5754,10.7593,5.77259,-0.0508577,307.662,312.524,316.241,320.223,324.029,328.421,331.957,340.911,335.844,344.361,347.446,351.888,355.598,359.286,288.914,291.228,293.76,296.599,299.708,302.747,306.299,309.794,313.154,316.97,320.681,324.257,327.891,331.366,333.385,4.5792,5.22972,3.99175,3.56841,3.31155,3.22547,3.11879,2.97685,3.01182,2.8382,2.84405,2.7927,2.84556,2.81932,3.04024
DP 44,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,13.469,0.032,50.75,0.03,0.0205,0.015,0.6,270588.7422904594,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.0582,78.3986,70.2044,62.5919,55.4841,48.4972,42.4201,36.6155,30.9611,20.8842,26.1109,15.5754,10.7593,5.77259,-0.0508577,308.638,313.729,317.621,321.79,325.776,330.374,334.077,343.451,338.146,347.064,350.293,354.945,358.829,362.691,289.009,291.432,294.083,297.055,300.31,303.492,307.212,310.871,314.388,318.385,322.27,326.014,329.819,333.457,335.572,4.5792,5.22972,3.99175,3.56841,3.31155,3.22547,3.11879,2.97685,3.01182,2.8382,2.84405,2.7927,2.84556,2.81932,3.04024
DP 45,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,13.776,0.032,50.75,0.03,0.0205,0.015,0.6,283064.42169584433,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.2265,78.5602,70.2715,62.8701,54.8146,48.8835,42.8282,36.9643,31.6868,21.5759,27.0448,16.0146,11.0737,5.92572,-0.112962,309.629,314.78,319.139,323.117,327.693,332.233,335.981,345.137,340.88,349.409,353.216,357.829,361.643,365.395,289.127,291.635,294.41,297.569,300.868,304.037,307.999,311.822,315.753,319.756,323.838,327.658,331.587,335.232,337.36,4.59391,5.25464,3.99589,3.5808,3.49118,3.26892,3.13398,2.99497,2.96601,2.80299,2.87505,2.84771,2.90028,2.87209,3.07875
DP 46,0.6,-50,30,25.25,4.75,148.9,148.9,840.35773083562844,20.5,32.800000000000004,3,56.811266488259179,14,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,13,15,2.1454132580905545E-05,14.082,0.032,50.75,0.03,0.0205,0.015,0.6,295779.2464491314,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,91.2265,78.5602,70.2715,62.8701,54.8146,48.8835,42.8282,36.9643,31.6868,21.5759,27.0448,16.0146,11.0737,5.92572,-0.112962,310.65,316.032,320.587,324.744,329.525,334.269,338.185,347.753,343.304,352.216,356.194,361.015,365,368.921,289.227,291.848,294.747,298.049,301.495,304.807,308.947,312.942,317.049,321.232,325.497,329.489,333.595,337.403,339.626,4.59391,5.25464,3.99589,3.5808,3.49118,3.26892,3.13398,2.99497,2.96601,2.80299,2.87505,2.84771,2.90028,2.87209,3.07875
