# 
# 06/15/2021 17:48:16
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P208 - D05 [kg m^-3],P209 - D06 [kg m^-3],P210 - D07 [kg m^-3],P211 - D08 [kg m^-3],P212 - D09 [kg m^-3],P213 - D10 [kg m^-3],P214 - D11 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P252 - TF05 [K],P253 - TF06 [K],P254 - TF07 [K],P255 - TF08 [K],P256 - TF09 [K],P257 - TF10 [K],P258 - TF11 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P285 - V05 [m s^-1],P286 - V06 [m s^-1],P287 - V07 [m s^-1],P288 - V08 [m s^-1],P289 - V09 [m s^-1],P290 - V10 [m s^-1],P291 - V11 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P300 - P05 [Pa],P301 - P06 [Pa],P302 - P07 [Pa],P303 - P08 [Pa],P304 - P09 [Pa],P305 - P10 [Pa],P306 - P11 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K],P314 - TC04 [K],P315 - TC05 [K],P316 - TC06 [K],P317 - TC07 [K],P318 - TC08 [K],P319 - TC09 [K],P320 - TC10 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P248,P249,P250,P251,P252,P253,P254,P255,P256,P257,P258,P281,P282,P283,P284,P285,P286,P287,P288,P289,P290,P291,P296,P297,P298,P299,P300,P301,P302,P303,P304,P305,P306,P311,P312,P313,P314,P315,P316,P317,P318,P319,P320
DP 28,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,8.571,0.032,50.75,0.03,0.0205,0.015,0.6,109572.6104579138,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.748,288.695,289.905,291.116,292.367,293.664,295.13,296.681,298.133,299.691,300.605,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,296.044,297.843,299.585,301.135,302.713,304.791,306.301,307.956,309.741,311.019
DP 29,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,8.878,0.032,50.75,0.03,0.0205,0.015,0.6,117562.63174418872,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.81,288.826,290.125,291.423,292.766,294.157,295.73,297.394,298.953,300.624,301.605,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,296.711,298.641,300.51,302.173,303.866,306.095,307.716,309.492,311.407,312.778
DP 30,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,9.184,0.032,50.75,0.03,0.0205,0.015,0.6,125806.40964259744,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.874,288.961,290.351,291.74,293.177,294.666,296.349,298.13,299.798,301.586,302.636,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,297.399,299.464,301.464,303.243,305.055,307.441,309.176,311.076,313.125,314.592
DP 31,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,9.49,0.032,50.75,0.03,0.0205,0.015,0.6,134329.51386554536,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,287.94,289.101,290.585,292.068,293.602,295.192,296.989,298.891,300.672,302.581,303.702,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,298.11,300.315,302.451,304.351,306.285,308.833,310.685,312.714,314.902,316.468
DP 32,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,9.796,0.032,50.75,0.03,0.0205,0.015,0.6,143131.94441303241,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.008,289.245,290.826,292.407,294.041,295.735,297.651,299.676,301.574,303.608,304.803,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,298.845,301.194,303.47,305.494,307.556,310.27,312.244,314.405,316.737,318.406
DP 33,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,10.102,0.032,50.75,0.03,0.0205,0.015,0.6,152213.7012850586,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.079,289.394,291.075,292.756,294.494,296.296,298.333,300.487,302.505,304.668,305.939,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,299.603,302.101,304.521,306.674,308.866,311.753,313.852,316.151,318.63,320.405
DP 34,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,10.408,0.032,50.75,0.03,0.0205,0.015,0.6,161574.78448162391,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.151,289.547,291.332,293.116,294.961,296.874,299.036,301.323,303.465,305.761,307.11,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,300.384,303.036,305.605,307.89,310.217,313.281,315.509,317.95,320.581,322.465
DP 35,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,10.714,0.032,50.75,0.03,0.0205,0.015,0.6,171215.19400272847,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.226,289.705,291.596,293.487,295.442,297.469,299.76,302.183,304.453,306.887,308.316,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,301.189,303.999,306.721,309.143,311.609,314.855,317.216,319.802,322.591,324.587
DP 36,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.02,0.032,50.75,0.03,0.0205,0.015,0.6,181134.92984837209,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.303,289.867,291.868,293.869,295.937,298.081,300.505,303.069,305.47,308.045,309.557,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,302.017,304.989,307.869,310.431,313.04,316.475,318.973,321.708,324.659,326.771
DP 37,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.327,0.032,50.75,0.03,0.0205,0.015,0.6,191367.780194202,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.382,290.035,292.149,294.263,296.448,298.713,301.274,303.982,306.519,309.239,310.836,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,302.87,306.011,309.053,311.761,314.517,318.146,320.784,323.675,326.792,329.023
DP 38,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.633,0.032,50.75,0.03,0.0205,0.015,0.6,201847.08152004989,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.463,290.207,292.436,294.666,296.971,299.36,302.061,304.917,307.593,310.462,312.147,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,303.745,307.058,310.267,313.122,316.029,319.857,322.64,325.689,328.976,331.33
DP 39,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,11.939,0.032,50.75,0.03,0.0205,0.015,0.6,212605.70917043695,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.546,290.383,292.732,295.08,297.507,300.024,302.869,305.878,308.696,311.718,313.493,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,304.643,308.132,311.512,314.52,317.582,321.614,324.545,327.756,331.219,333.698
DP 40,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,12.245,0.032,50.75,0.03,0.0205,0.015,0.6,223643.66314536316,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.632,290.564,293.034,295.504,298.058,300.705,303.698,306.863,309.828,313.007,314.874,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,305.564,309.235,312.79,315.954,319.175,323.416,326.499,329.877,333.52,336.128
DP 41,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,12.551,0.032,50.75,0.03,0.0205,0.015,0.6,234960.9434448285,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.719,290.749,293.345,295.94,298.623,301.404,304.548,307.873,310.988,314.328,316.289,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,306.509,310.365,314.1,317.424,320.808,325.264,328.503,332.052,335.879,338.619
DP 42,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,12.857,0.032,50.75,0.03,0.0205,0.015,0.6,246557.55006883296,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.809,290.939,293.663,296.386,299.201,302.12,305.419,308.908,312.177,315.682,317.74,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,307.476,311.523,315.442,318.93,322.481,327.157,330.557,334.281,338.296,341.172
DP 43,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,13.163,0.032,50.75,0.03,0.0205,0.015,0.6,258433.48301737665,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.901,291.134,293.989,296.843,299.794,302.853,306.311,309.968,313.395,317.068,319.225,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,308.467,312.709,316.817,320.473,324.195,329.096,332.659,336.563,340.772,343.786
DP 44,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,13.469,0.032,50.75,0.03,0.0205,0.015,0.6,270588.7422904594,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,288.995,291.333,294.322,297.31,300.4,303.603,307.224,311.053,314.641,318.487,320.745,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,309.482,313.923,318.224,322.052,325.949,331.081,334.812,338.899,343.306,346.461
DP 45,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,13.776,0.032,50.75,0.03,0.0205,0.015,0.6,283064.42169584433,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.092,291.537,294.664,297.79,301.023,304.373,308.161,312.167,315.92,319.943,322.306,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,310.523,315.169,319.669,323.673,327.75,333.118,337.021,341.296,345.906,349.207
DP 46,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,14.082,0.032,50.75,0.03,0.0205,0.015,0.6,295779.2464491314,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.19,291.746,295.013,298.28,301.657,305.158,309.116,313.302,317.223,321.427,323.896,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,311.584,316.439,321.141,325.325,329.585,335.194,339.272,343.739,348.557,352.006
DP 47,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,14.388,0.032,50.75,0.03,0.0205,0.015,0.6,308773.39752695756,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.291,291.958,295.369,298.779,302.305,305.96,310.092,314.462,318.556,322.944,325.522,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,312.668,317.736,322.645,327.013,331.46,337.316,341.573,346.236,351.266,354.866
DP 48,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,14.694,0.032,50.75,0.03,0.0205,0.015,0.6,322046.87492932292,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.394,292.176,295.733,299.29,302.968,306.78,311.089,315.647,319.916,324.494,327.182,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,313.776,319.062,324.181,328.737,333.375,339.483,343.923,348.787,354.033,357.788
DP 49,0.6,-50,30,25.25,4.75,148.9,148.9,613.11266488259184,20.5,32.800000000000004,3,56.811266488259179,10,58.405633244129589,41.650000000000006,32.800000000000004,2,56.811266488259179,9,15,2.1454132580905545E-05,15,0.032,50.75,0.03,0.0205,0.015,0.6,335599.67865622742,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,289.499,292.398,296.105,299.812,303.644,307.616,312.107,316.856,321.306,326.076,328.877,5.31319,4.42825,3.83054,3.54369,3.40207,3.27289,3.05759,2.93331,2.89511,2.95454,3.09202,69.9938,59.194,50.2651,42.4814,34.7803,28.1026,22.3774,16.9996,11.5916,6.00054,-0.0752843,314.907,320.415,325.75,330.498,335.331,341.696,346.323,351.392,356.858,360.771
DP 50,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,0,0.032,50.75,0.03,0.0205,0.015,1.2,0,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9,286.9
DP 51,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,0.306,0.032,50.75,0.03,0.0205,0.015,1.2,139.66316226957559,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.902,286.902,286.903,286.904,286.906,286.907,286.908,286.909,286.91,286.911,286.912,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,286.914,286.916,286.917,286.918,286.92,286.921,286.923,286.923,286.925,286.926
DP 52,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,0.612,0.032,50.75,0.03,0.0205,0.015,1.2,558.65264907830237,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.906,286.91,286.914,286.918,286.922,286.926,286.931,286.935,286.94,286.944,286.947,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,286.956,286.963,286.969,286.974,286.98,286.984,286.99,286.993,287,287.002
DP 53,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,0.918,0.032,50.75,0.03,0.0205,0.015,1.2,1256.9684604261806,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.914,286.922,286.931,286.94,286.95,286.959,286.969,286.98,286.989,286.999,287.006,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,287.027,287.041,287.055,287.066,287.079,287.089,287.103,287.11,287.125,287.13
DP 54,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,1.224,0.032,50.75,0.03,0.0205,0.015,1.2,2234.6105963132095,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.925,286.94,286.955,286.972,286.988,287.005,287.023,287.041,287.058,287.076,287.088,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,287.125,287.151,287.175,287.195,287.218,287.236,287.261,287.274,287.301,287.31
DP 55,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,1.531,0.032,50.75,0.03,0.0205,0.015,1.2,3496.1447039232421,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.939,286.962,286.986,287.012,287.038,287.065,287.092,287.121,287.147,287.176,287.194,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,287.253,287.293,287.33,287.362,287.398,287.426,287.464,287.484,287.527,287.541
DP 56,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,1.837,0.032,50.75,0.03,0.0205,0.015,1.2,5033.3523200145182,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.955,286.99,287.024,287.061,287.099,287.137,287.177,287.219,287.256,287.297,287.323,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,287.408,287.465,287.519,287.565,287.617,287.657,287.712,287.741,287.803,287.823
DP 57,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,2.143,0.032,50.75,0.03,0.0205,0.015,1.2,6849.8862606449457,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.976,287.022,287.068,287.12,287.171,287.223,287.277,287.334,287.385,287.44,287.475,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,287.591,287.669,287.743,287.805,287.876,287.931,288.006,288.045,288.129,288.156
DP 58,1.2,-50,30,25.25,4.75,185.8,185.8,826.15491421356364,20.5,45.1,3,78.115491421356367,10,69.057745710678176,47.8,45.1,2,78.115491421356367,9,15,2.1454132580905545E-05,2.449,0.032,50.75,0.03,0.0205,0.015,1.2,8945.7465258145257,0.44364819191380139,13.75,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,286.999,287.059,287.12,287.187,287.253,287.322,287.392,287.466,287.533,287.606,287.652,3.19013,3.01756,2.85751,2.74837,2.68622,2.6724,2.60096,2.49877,2.52983,2.52173,2.6543,38.0864,33.5492,29.5035,25.4777,21.7163,18.0441,14.5658,11.3787,7.86257,4.59749,0.769848,287.803,287.905,288,288.082,288.174,288.246,288.344,288.395,288.505,288.54
